Order ID,Created Time,Order Status,Seller SKU,Product Name,Quantity,SKU Unit Original Price,SKU Subtotal Before Discount,SKU Seller Discount,Commission Fee,Transaction Fee,Campaign Service Fee,Platform Service Fee,Tax Withheld,Province,Shipping Provider Name
TT260000094,02/01/2026 16:53:15,Completed,LAN-081,Quần mẫu 081,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,Nghệ An,Best Express
TT260000099,02/01/2026 17:31:49,Completed,LAN-078,Váy/Đầm mẫu 078,2,299000,598000,39000.0,89440.0,33540.0,50310.0,5590.0,8385.0,Thanh Hoá,GHN
TT260000101,02/01/2026 18:00:32,Completed,LAN-089,Quần mẫu 089,1,219000,219000,13000.0,32960.0,12360.0,18540.0,2060.0,3090.0,Hải Phòng,J&T Express
TT260000103,02/01/2026 18:23:01,Completed,LAN-024,Áo mẫu 024,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,Khánh Hoà,Best Express
TT260000105,02/01/2026 18:58:28,Completed,LAN-011,Áo mẫu 011,1,259000,259000,21000.0,38080.0,14280.0,21420.0,2380.0,3570.0,Hải Phòng,GHN
TT260000106,02/01/2026 19:47:03,Cancelled,LAN-050,Váy/Đầm mẫu 050,1,289000,289000,20000.0,0.0,0.0,0.0,0.0,0.0,TP.HCM,J&T Express
TT260000111,02/01/2026 21:46:40,Completed,LAN-050,Váy/Đầm mẫu 050,1,289000,289000,0.0,46240.0,17340.0,26010.0,2890.0,4335.0,Hải Phòng,Best Express
TT260000114,02/01/2026 22:25:32,Cancelled,LAN-132,Set đồ mẫu 132,1,209000,209000,14000.0,0.0,0.0,0.0,0.0,0.0,Đồng Nai,J&T Express
TT260000116,02/01/2026 22:56:22,Completed,LAN-137,Set đồ mẫu 137,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,Hà Nội,J&T Express
TT260000119,03/01/2026 07:22:12,Completed,LAN-011,Áo mẫu 011,1,259000,259000,16000.0,38880.0,14580.0,21870.0,2430.0,3645.0,TP.HCM,GHN
TT260000123,03/01/2026 09:06:47,Returned,LAN-027,Áo mẫu 027,1,199000,199000,12000.0,0.0,0.0,0.0,0.0,0.0,Đồng Nai,J&T Express
TT260000125,03/01/2026 09:18:07,Completed,LAN-086,Quần mẫu 086,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,Hà Nội,J&T Express
TT260000127,03/01/2026 09:32:17,Completed,LAN-049,Váy/Đầm mẫu 049,1,269000,269000,25000.0,39040.0,14640.0,21960.0,2440.0,3660.0,Nghệ An,J&T Express
TT260000128,03/01/2026 09:45:32,Returned,LAN-137,Set đồ mẫu 137,1,99000,99000,7000.0,0.0,0.0,0.0,0.0,0.0,Hải Phòng,Best Express
TT260000129,03/01/2026 09:49:26,Returned,LAN-080,Váy/Đầm mẫu 080,1,279000,279000,0.0,0.0,0.0,0.0,0.0,0.0,TP.HCM,Best Express
TT260000131,03/01/2026 10:13:44,Completed,LAN-144,Phụ kiện mẫu 144,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,Nghệ An,Best Express
TT260000132,03/01/2026 10:14:39,Completed,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,TP.HCM,Best Express
TT260000137,03/01/2026 10:45:09,Completed,LAN-111,Chân váy mẫu 111,2,209000,418000,27000.0,62560.0,23460.0,35190.0,3910.0,5865.0,Nghệ An,J&T Express
TT260000138,03/01/2026 10:50:27,Completed,LAN-007,Áo mẫu 007,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,Thanh Hoá,Best Express
TT260000140,03/01/2026 11:23:50,Completed,LAN-131,Set đồ mẫu 131,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,Cần Thơ,J&T Express
TT260000142,03/01/2026 11:31:20,Completed,LAN-011,Áo mẫu 011,2,259000,518000,0.0,82880.0,31080.0,46620.0,5180.0,7770.0,Hà Nội,Best Express
TT260000150,03/01/2026 12:45:37,Completed,LAN-045,Áo mẫu 045,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,TP.HCM,Best Express
TT260000153,03/01/2026 13:33:29,Completed,LAN-004,Áo mẫu 004,1,179000,179000,11000.0,26880.0,10080.0,15120.0,1680.0,2520.0,Nghệ An,J&T Express
TT260000157,03/01/2026 14:52:27,Completed,LAN-087,Quần mẫu 087,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,Đà Nẵng,J&T Express
TT260000163,03/01/2026 16:49:38,Completed,LAN-109,Quần mẫu 109,2,189000,378000,20000.0,57280.0,21480.0,32220.0,3580.0,5370.0,Đồng Nai,J&T Express
TT260000166,03/01/2026 17:18:41,Completed,LAN-011,Áo mẫu 011,1,259000,259000,19000.0,38400.0,14400.0,21600.0,2400.0,3600.0,Đồng Nai,GHN
TT260000168,03/01/2026 17:45:23,Completed,LAN-146,Phụ kiện mẫu 146,3,209000,627000,0.0,100320.0,37620.0,56430.0,6270.0,9405.0,TP.HCM,GHN
TT260000169,03/01/2026 18:13:46,Completed,LAN-001,Áo mẫu 001,2,149000,298000,25000.0,43680.0,16380.0,24570.0,2730.0,4095.0,TP.HCM,J&T Express
TT260000172,03/01/2026 19:04:38,Completed,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,Nghệ An,GHN
TT260000174,03/01/2026 19:32:20,Completed,LAN-029,Áo mẫu 029,1,159000,159000,12000.0,23520.0,8820.0,13230.0,1470.0,2205.0,TP.HCM,J&T Express
TT260000175,03/01/2026 19:33:34,Completed,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,Đà Nẵng,J&T Express
TT260000177,03/01/2026 20:11:38,Completed,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,TP.HCM,J&T Express
TT260000178,03/01/2026 20:24:37,Completed,LAN-145,Phụ kiện mẫu 145,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,Thanh Hoá,J&T Express
TT260000184,03/01/2026 22:09:17,Completed,LAN-108,Quần mẫu 108,1,249000,249000,16000.0,37280.0,13980.0,20970.0,2330.0,3495.0,Hải Phòng,J&T Express
TT260000194,04/01/2026 08:07:38,Completed,LAN-001,Áo mẫu 001,1,149000,149000,14000.0,21600.0,8100.0,12150.0,1350.0,2025.0,Hà Nội,GHN
TT260000198,04/01/2026 08:49:22,Completed,LAN-128,Chân váy mẫu 128,2,169000,338000,0.0,54080.0,20280.0,30420.0,3380.0,5070.0,Hà Nội,GHN
TT260000201,04/01/2026 09:27:28,Completed,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,Hải Phòng,J&T Express
TT260000204,04/01/2026 10:24:10,Completed,LAN-098,Quần mẫu 098,3,99000,297000,0.0,47520.0,17820.0,26730.0,2970.0,4455.0,TP.HCM,GHN
TT260000205,04/01/2026 10:44:42,Completed,LAN-029,Áo mẫu 029,2,159000,318000,20000.0,47680.0,17880.0,26820.0,2980.0,4470.0,Đà Nẵng,Best Express
TT260000206,04/01/2026 10:50:30,Completed,LAN-099,Quần mẫu 099,1,139000,139000,12000.0,20320.0,7620.0,11430.0,1270.0,1905.0,TP.HCM,J&T Express
TT260000212,04/01/2026 11:53:15,Completed,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,TP.HCM,J&T Express
TT260000213,04/01/2026 12:04:46,Completed,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,19000.0,30400.0,11400.0,17100.0,1900.0,2850.0,Bình Dương,GHN
TT260000215,04/01/2026 12:35:14,Completed,LAN-122,Chân váy mẫu 122,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,Bình Dương,J&T Express
TT260000216,04/01/2026 12:53:27,Completed,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,Hà Nội,J&T Express
TT260000218,04/01/2026 13:18:38,Completed,LAN-049,Váy/Đầm mẫu 049,1,269000,269000,0.0,43040.0,16140.0,24210.0,2690.0,4035.0,Đà Nẵng,J&T Express
TT260000219,04/01/2026 13:23:34,Cancelled,LAN-029,Áo mẫu 029,1,159000,159000,0.0,0.0,0.0,0.0,0.0,0.0,TP.HCM,J&T Express
TT260000220,04/01/2026 13:24:54,Completed,LAN-135,Set đồ mẫu 135,1,279000,279000,16000.0,42080.0,15780.0,23670.0,2630.0,3945.0,Hà Nội,J&T Express
TT260000223,04/01/2026 13:40:39,Completed,LAN-038,Áo mẫu 038,2,229000,458000,25000.0,69280.0,25980.0,38970.0,4330.0,6495.0,TP.HCM,GHN
TT260000224,04/01/2026 13:58:31,Completed,LAN-139,Set đồ mẫu 139,1,139000,139000,0.0,22240.0,8340.0,12510.0,1390.0,2085.0,TP.HCM,Best Express
TT260000225,04/01/2026 14:08:40,Completed,LAN-007,Áo mẫu 007,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,Hà Nội,J&T Express
TT260000227,04/01/2026 14:38:19,Completed,LAN-042,Áo mẫu 042,2,219000,438000,0.0,70080.0,26280.0,39420.0,4380.0,6570.0,Thanh Hoá,GHN
TT260000231,04/01/2026 15:50:22,Returned,LAN-016,Áo mẫu 016,1,209000,209000,13000.0,0.0,0.0,0.0,0.0,0.0,Hà Nội,Best Express
TT260000232,04/01/2026 15:59:36,Completed,LAN-048,Váy/Đầm mẫu 048,1,199000,199000,19000.0,28800.0,10800.0,16200.0,1800.0,2700.0,Bình Dương,J&T Express
TT260000234,04/01/2026 16:05:37,Cancelled,LAN-045,Áo mẫu 045,1,159000,159000,12000.0,0.0,0.0,0.0,0.0,0.0,Đà Nẵng,J&T Express
TT260000235,04/01/2026 16:28:43,Completed,LAN-116,Chân váy mẫu 116,1,259000,259000,14000.0,39200.0,14700.0,22050.0,2450.0,3675.0,TP.HCM,J&T Express
TT260000237,04/01/2026 17:01:15,Cancelled,LAN-062,Váy/Đầm mẫu 062,1,269000,269000,0.0,0.0,0.0,0.0,0.0,0.0,TP.HCM,J&T Express
TT260000238,04/01/2026 17:17:51,Completed,LAN-037,Áo mẫu 037,2,209000,418000,0.0,66880.0,25080.0,37620.0,4180.0,6270.0,Nghệ An,J&T Express
TT260000243,04/01/2026 18:19:22,Completed,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,17000.0,30720.0,11520.0,17280.0,1920.0,2880.0,Hà Nội,GHN
TT260000247,04/01/2026 19:04:46,Completed,LAN-089,Quần mẫu 089,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,TP.HCM,Best Express
TT260000248,04/01/2026 19:06:04,Completed,LAN-005,Áo mẫu 005,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,TP.HCM,J&T Express
TT260000249,04/01/2026 19:06:36,Completed,LAN-143,Phụ kiện mẫu 143,1,189000,189000,13000.0,28160.0,10560.0,15840.0,1760.0,2640.0,TP.HCM,GHN
TT260000251,04/01/2026 19:22:33,Completed,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,TP.HCM,J&T Express
TT260000252,04/01/2026 19:29:53,Completed,LAN-065,Váy/Đầm mẫu 065,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,Hà Nội,GHN
TT260000254,04/01/2026 20:08:09,Completed,LAN-134,Set đồ mẫu 134,2,129000,258000,0.0,41280.0,15480.0,23220.0,2580.0,3870.0,Đà Nẵng,J&T Express
TT260000255,04/01/2026 20:19:54,Completed,LAN-025,Áo mẫu 025,1,119000,119000,0.0,19040.0,7140.0,10710.0,1190.0,1785.0,TP.HCM,Best Express
TT260000261,04/01/2026 21:45:26,Completed,LAN-074,Váy/Đầm mẫu 074,1,139000,139000,0.0,22240.0,8340.0,12510.0,1390.0,2085.0,TP.HCM,Best Express
TT260000263,04/01/2026 22:08:37,Returned,LAN-099,Quần mẫu 099,1,139000,139000,8000.0,0.0,0.0,0.0,0.0,0.0,Đồng Nai,GHN
TT260000269,05/01/2026 07:18:37,Completed,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,Đồng Nai,J&T Express
TT260000271,05/01/2026 07:40:36,Completed,LAN-068,Váy/Đầm mẫu 068,2,219000,438000,31000.0,65120.0,24420.0,36630.0,4070.0,6105.0,Hải Phòng,J&T Express
TT260000275,05/01/2026 08:17:55,Completed,LAN-140,Set đồ mẫu 140,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,Bình Dương,GHN
TT260000276,05/01/2026 09:17:48,Completed,LAN-088,Quần mẫu 088,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,TP.HCM,GHN
TT260000282,05/01/2026 12:08:14,Returned,LAN-050,Váy/Đầm mẫu 050,1,289000,289000,0.0,0.0,0.0,0.0,0.0,0.0,TP.HCM,J&T Express
TT260000284,05/01/2026 12:29:47,Cancelled,LAN-082,Quần mẫu 082,1,299000,299000,21000.0,0.0,0.0,0.0,0.0,0.0,Hà Nội,GHN
TT260000286,05/01/2026 13:21:53,Completed,LAN-022,Áo mẫu 022,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,TP.HCM,Best Express
TT260000288,05/01/2026 13:49:18,Completed,LAN-025,Áo mẫu 025,1,119000,119000,6000.0,18080.0,6780.0,10170.0,1130.0,1695.0,Cần Thơ,GHN
TT260000291,05/01/2026 14:07:10,Completed,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,Bình Dương,J&T Express
TT260000292,05/01/2026 14:13:50,Completed,LAN-011,Áo mẫu 011,1,259000,259000,13000.0,39360.0,14760.0,22140.0,2460.0,3690.0,Hải Phòng,J&T Express
TT260000293,05/01/2026 14:23:50,Completed,LAN-074,Váy/Đầm mẫu 074,1,139000,139000,14000.0,20000.0,7500.0,11250.0,1250.0,1875.0,TP.HCM,GHN
TT260000295,05/01/2026 14:47:16,Completed,LAN-011,Áo mẫu 011,1,259000,259000,20000.0,38240.0,14340.0,21510.0,2390.0,3585.0,TP.HCM,Best Express
TT260000296,05/01/2026 15:16:15,Completed,LAN-072,Váy/Đầm mẫu 072,2,209000,418000,0.0,66880.0,25080.0,37620.0,4180.0,6270.0,TP.HCM,GHN
TT260000297,05/01/2026 15:17:17,Completed,LAN-106,Quần mẫu 106,1,179000,179000,10000.0,27040.0,10140.0,15210.0,1690.0,2535.0,TP.HCM,Best Express
TT260000298,05/01/2026 15:52:43,Cancelled,LAN-027,Áo mẫu 027,1,199000,199000,18000.0,0.0,0.0,0.0,0.0,0.0,Thanh Hoá,GHN
TT260000303,05/01/2026 18:39:51,Completed,LAN-056,Váy/Đầm mẫu 056,2,99000,198000,12000.0,29760.0,11160.0,16740.0,1860.0,2790.0,Hà Nội,GHN
TT260000305,05/01/2026 19:35:18,Returned,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,Hà Nội,Best Express
TT260000306,05/01/2026 19:39:16,Completed,LAN-059,Váy/Đầm mẫu 059,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,Hà Nội,J&T Express
TT260000307,05/01/2026 19:44:17,Returned,LAN-036,Áo mẫu 036,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,TP.HCM,J&T Express
TT260000308,05/01/2026 19:56:51,Completed,LAN-029,Áo mẫu 029,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,TP.HCM,J&T Express
TT260000309,05/01/2026 20:12:38,Completed,LAN-089,Quần mẫu 089,2,219000,438000,41000.0,63520.0,23820.0,35730.0,3970.0,5955.0,Hà Nội,Best Express
TT260000311,05/01/2026 20:16:28,Completed,LAN-143,Phụ kiện mẫu 143,1,189000,189000,14000.0,28000.0,10500.0,15750.0,1750.0,2625.0,Đồng Nai,GHN
TT260000313,05/01/2026 20:35:37,Completed,LAN-100,Quần mẫu 100,1,299000,299000,25000.0,43840.0,16440.0,24660.0,2740.0,4110.0,Đà Nẵng,J&T Express
TT260000314,05/01/2026 20:35:42,Cancelled,LAN-092,Quần mẫu 092,1,109000,109000,0.0,0.0,0.0,0.0,0.0,0.0,Thanh Hoá,J&T Express
TT260000316,05/01/2026 21:00:00,Completed,LAN-116,Chân váy mẫu 116,1,259000,259000,21000.0,38080.0,14280.0,21420.0,2380.0,3570.0,TP.HCM,GHN
TT260000319,05/01/2026 21:46:15,Completed,LAN-025,Áo mẫu 025,1,119000,119000,0.0,19040.0,7140.0,10710.0,1190.0,1785.0,Nghệ An,Best Express
TT260000320,05/01/2026 21:55:59,Completed,LAN-149,Phụ kiện mẫu 149,1,169000,169000,11000.0,25280.0,9480.0,14220.0,1580.0,2370.0,TP.HCM,J&T Express
TT260000321,05/01/2026 22:07:57,Completed,LAN-011,Áo mẫu 011,1,259000,259000,21000.0,38080.0,14280.0,21420.0,2380.0,3570.0,Nghệ An,J&T Express
TT260000323,05/01/2026 22:14:41,Completed,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,Hà Nội,GHN
TT260000324,05/01/2026 22:23:56,Completed,LAN-094,Quần mẫu 094,1,299000,299000,25000.0,43840.0,16440.0,24660.0,2740.0,4110.0,TP.HCM,GHN
TT260000325,05/01/2026 22:27:13,Completed,LAN-011,Áo mẫu 011,2,259000,518000,46000.0,75520.0,28320.0,42480.0,4720.0,7080.0,TP.HCM,J&T Express
TT260000327,05/01/2026 22:45:42,Completed,LAN-100,Quần mẫu 100,1,299000,299000,0.0,47840.0,17940.0,26910.0,2990.0,4485.0,Hà Nội,Best Express
TT260000330,06/01/2026 07:07:08,Returned,LAN-116,Chân váy mẫu 116,1,259000,259000,20000.0,0.0,0.0,0.0,0.0,0.0,Bình Dương,J&T Express
TT260000332,06/01/2026 07:31:27,Completed,LAN-077,Váy/Đầm mẫu 077,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,Nghệ An,J&T Express
TT260000333,06/01/2026 07:42:26,Returned,LAN-150,Phụ kiện mẫu 150,1,259000,259000,16000.0,0.0,0.0,0.0,0.0,0.0,Hà Nội,J&T Express
TT260000336,06/01/2026 09:18:10,Cancelled,LAN-084,Quần mẫu 084,1,199000,199000,13000.0,0.0,0.0,0.0,0.0,0.0,Đồng Nai,J&T Express
TT260000337,06/01/2026 09:47:36,Completed,LAN-089,Quần mẫu 089,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,Hà Nội,J&T Express
TT260000341,06/01/2026 10:52:38,Completed,LAN-093,Quần mẫu 093,1,159000,159000,13000.0,23360.0,8760.0,13140.0,1460.0,2190.0,Hải Phòng,J&T Express
TT260000342,06/01/2026 10:56:41,Completed,LAN-070,Váy/Đầm mẫu 070,2,169000,338000,31000.0,49120.0,18420.0,27630.0,3070.0,4605.0,TP.HCM,Best Express
TT260000343,06/01/2026 11:41:35,Completed,LAN-050,Váy/Đầm mẫu 050,2,289000,578000,0.0,92480.0,34680.0,52020.0,5780.0,8670.0,TP.HCM,J&T Express
TT260000349,06/01/2026 13:30:32,Completed,LAN-082,Quần mẫu 082,1,299000,299000,0.0,47840.0,17940.0,26910.0,2990.0,4485.0,TP.HCM,Best Express
TT260000350,06/01/2026 13:54:37,Completed,LAN-083,Quần mẫu 083,1,109000,109000,0.0,17440.0,6540.0,9810.0,1090.0,1635.0,Bình Dương,J&T Express
TT260000356,06/01/2026 15:30:18,Returned,LAN-029,Áo mẫu 029,1,159000,159000,11000.0,0.0,0.0,0.0,0.0,0.0,Đồng Nai,J&T Express
TT260000357,06/01/2026 16:07:16,Completed,LAN-016,Áo mẫu 016,1,209000,209000,14000.0,31200.0,11700.0,17550.0,1950.0,2925.0,TP.HCM,J&T Express
TT260000359,06/01/2026 16:40:28,Completed,LAN-026,Áo mẫu 026,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,Bình Dương,GHN
TT260000360,06/01/2026 16:45:15,Completed,LAN-066,Váy/Đầm mẫu 066,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,Hà Nội,Best Express
TT260000361,06/01/2026 17:18:41,Completed,LAN-011,Áo mẫu 011,3,259000,777000,75000.0,112320.0,42120.0,63180.0,7020.0,10530.0,Bình Dương,GHN
